"","V1"
"nomin_JohnFKerry_1_60",2
"nomin_JohnFKerry_1_61",15
"nomin_JohnFKerry_1_62",15
"nomin_JohnFKerry_1_63",15
"nomin_JohnFKerry_1_64",4
"nomin_JohnFKerry_1_65",7
"nomin_JohnFKerry_1_66",7
"nomin_JohnFKerry_1_67",12
"nomin_JohnFKerry_1_68",2
"nomin_JohnFKerry_1_69",2
"nomin_JohnFKerry_1_70",2
"nomin_JohnFKerry_1_71",2
"nomin_JohnFKerry_1_72",2
"nomin_JohnFKerry_1_73",2
"nomin_JohnFKerry_1_74",5
"nomin_JohnFKerry_1_75",5
"nomin_JohnFKerry_1_76",3
"nomin_JohnFKerry_1_77",3
"nomin_JohnFKerry_1_78",15
"nomin_JohnFKerry_1_79",3
"nomin_JohnFKerry_1_80",3
"nomin_JohnFKerry_1_81",2
"nomin_JohnFKerry_1_82",1
"nomin_JohnFKerry_1_83",2
"nomin_JohnFKerry_1_84",2
"nomin_JohnFKerry_1_85",2
"nomin_JohnFKerry_1_86",4
"nomin_JohnFKerry_1_87",3
"nomin_JohnFKerry_1_88",4
"nomin_JohnFKerry_1_89",4
"nomin_JohnFKerry_1_90",4
"nomin_JohnFKerry_1_91",4
"nomin_JohnFKerry_1_92",5
"nomin_JohnFKerry_1_93",13
"nomin_JohnFKerry_1_94",13
"nomin_JohnFKerry_1_95",3
"nomin_JohnFKerry_1_96",15
"nomin_JohnFKerry_1_97",4
"nomin_JohnFKerry_1_98",4
"nomin_JohnFKerry_1_99",13
"nomin_JohnFKerry_1_100",13
"nomin_JohnFKerry_1_101",13
"nomin_JohnFKerry_1_102",4
"nomin_JohnFKerry_1_103",4
"nomin_JohnFKerry_1_104",4
"nomin_JohnFKerry_1_105",3
"nomin_JohnFKerry_1_106",3
"nomin_JohnFKerry_1_107",3
"nomin_JohnFKerry_1_108",4
"nomin_JohnFKerry_1_109",4
"nomin_JohnFKerry_1_110",4
"nomin_JohnFKerry_1_111",4
"nomin_JohnFKerry_1_112",4
"nomin_JohnFKerry_1_113",4
"nomin_JohnFKerry_1_114",4
"nomin_JohnFKerry_1_115",11
"nomin_JohnFKerry_1_116",3
"nomin_JohnFKerry_1_117",3
"nomin_JohnFKerry_1_118",5
"nomin_JohnFKerry_1_119",3
"nomin_JohnFKerry_1_120",12
"nomin_JohnFKerry_1_121",5
"nomin_JohnFKerry_1_122",11
"nomin_JohnFKerry_1_123",11
"nomin_JohnFKerry_1_124",5
"nomin_JohnFKerry_1_125",5
"nomin_JohnFKerry_1_126",5
"nomin_JohnFKerry_1_127",5
"nomin_JohnFKerry_1_128",5
"nomin_JohnFKerry_1_129",2
"nomin_JohnFKerry_1_130",2
"nomin_JohnFKerry_1_131",11
"nomin_JohnFKerry_1_132",4
"nomin_JohnFKerry_1_133",4
"nomin_JohnFKerry_1_134",4
"nomin_JohnFKerry_1_135",2
"nomin_JohnFKerry_1_136",5
"nomin_JohnFKerry_1_137",5
"nomin_JohnFKerry_1_138",3
"nomin_JohnFKerry_1_139",15
"nomin_JohnFKerry_1_140",15
"nomin_JohnFKerry_1_141",12
"nomin_JohnFKerry_1_142",12
"nomin_JohnFKerry_1_143",12
"nomin_JohnFKerry_1_144",12
"nomin_JohnFKerry_1_145",12
"nomin_JohnFKerry_1_146",12
"nomin_JohnFKerry_1_147",12
"nomin_JohnFKerry_1_148",12
"nomin_JohnFKerry_1_149",12
"nomin_JohnFKerry_1_150",12
"nomin_JohnFKerry_1_151",12
"nomin_JohnFKerry_1_152",5
"nomin_JohnFKerry_1_153",12
"nomin_JohnFKerry_1_154",5
"nomin_JohnFKerry_1_155",5
"nomin_JohnFKerry_1_156",12
"nomin_JohnFKerry_1_157",12
"nomin_JohnFKerry_1_158",12
"nomin_JohnFKerry_1_159",15
"nomin_JohnFKerry_1_160",13
"nomin_JohnFKerry_1_161",13
"nomin_JohnFKerry_1_162",3
"nomin_JohnFKerry_1_163",5
"nomin_JohnFKerry_1_164",11
"nomin_JohnFKerry_1_165",10
"nomin_JohnFKerry_1_166",10
"nomin_JohnFKerry_1_167",1
"nomin_JohnFKerry_1_168",5
"nomin_JohnFKerry_1_169",3
"nomin_JohnFKerry_1_170",3
"nomin_JohnFKerry_1_171",13
"nomin_JohnFKerry_1_172",13
"nomin_JohnFKerry_1_173",3
"nomin_JohnFKerry_1_174",13
"nomin_JohnFKerry_1_175",3
"nomin_JohnFKerry_1_176",13
"nomin_JohnFKerry_1_177",13
"nomin_JohnFKerry_1_178",13
"nomin_JohnFKerry_1_179",13
"nomin_JohnFKerry_1_180",13
"nomin_JohnFKerry_1_181",5
"nomin_JohnFKerry_1_182",15
"nomin_JohnFKerry_1_183",4
"nomin_JohnFKerry_1_184",8
"nomin_JohnFKerry_1_185",8
"nomin_JohnFKerry_1_186",9
"nomin_JohnFKerry_1_187",13
"nomin_JohnFKerry_1_188",5
"nomin_JohnFKerry_1_189",13
"nomin_JohnFKerry_1_190",11
"nomin_JohnFKerry_1_191",11
"nomin_JohnFKerry_1_192",11
"nomin_JohnFKerry_1_193",11
"nomin_JohnFKerry_1_194",5
"nomin_JohnFKerry_1_195",5
"nomin_JohnFKerry_1_196",5
"nomin_JohnFKerry_1_197",2
"nomin_JohnFKerry_1_198",5
"nomin_JohnFKerry_1_199",2
"nomin_JohnFKerry_1_200",2
"nomin_JohnFKerry_1_201",2
"nomin_JohnFKerry_1_202",2
"nomin_JohnFKerry_1_203",2
"nomin_JohnFKerry_1_204",2
"nomin_JohnFKerry_1_205",2
"nomin_JohnFKerry_1_206",2
"nomin_JohnFKerry_1_207",2
"nomin_JohnFKerry_1_208",2
"nomin_JohnFKerry_1_209",2
"nomin_JohnFKerry_1_210",2
"nomin_JohnFKerry_1_211",2
"nomin_JohnFKerry_1_212",11
"nomin_JohnFKerry_1_213",11
"nomin_JohnFKerry_1_214",11
"nomin_JohnFKerry_1_215",2
"nomin_JohnFKerry_1_216",2
"nomin_JohnFKerry_1_217",2
"nomin_JohnFKerry_1_218",2
"nomin_JohnFKerry_1_219",2
"nomin_JohnFKerry_1_220",2
"nomin_JohnFKerry_1_221",2
"nomin_JohnFKerry_1_222",2
"nomin_JohnFKerry_1_223",2
"nomin_JohnFKerry_1_224",2
"nomin_JohnFKerry_1_225",3
"nomin_JohnFKerry_1_226",2
"nomin_JohnFKerry_1_227",2
"nomin_JohnFKerry_1_228",2
"nomin_JohnFKerry_1_229",2
"nomin_JohnFKerry_1_230",14
"nomin_JohnFKerry_1_231",2
"nomin_JohnFKerry_1_232",14
"nomin_JohnFKerry_1_233",3
"nomin_JohnFKerry_1_234",2
"nomin_JohnFKerry_1_235",2
"nomin_JohnFKerry_1_236",2
"nomin_JohnFKerry_1_237",2
"nomin_JohnFKerry_1_238",2
"nomin_JohnFKerry_1_239",2
"nomin_JohnFKerry_1_240",2
"nomin_JohnFKerry_1_241",2
"nomin_JohnFKerry_1_242",2
"nomin_JohnFKerry_1_243",2
"nomin_JohnFKerry_1_244",2
"nomin_JohnFKerry_1_245",2
"nomin_JohnFKerry_1_246",2
"nomin_JohnFKerry_1_247",1
"nomin_JohnFKerry_1_248",2
"nomin_JohnFKerry_1_249",2
"nomin_JohnFKerry_1_250",2
"nomin_JohnFKerry_1_251",2
"nomin_JohnFKerry_1_252",2
"nomin_JohnFKerry_1_253",2
"nomin_JohnFKerry_1_254",2
"nomin_JohnFKerry_1_255",2
"nomin_JohnFKerry_1_256",2
"nomin_JohnFKerry_1_257",2
"nomin_JohnFKerry_1_258",2
"nomin_JohnFKerry_1_259",2
"nomin_JohnFKerry_1_260",2
"nomin_JohnFKerry_1_261",2
"nomin_JohnFKerry_1_262",2
"nomin_JohnFKerry_1_263",2
"nomin_JohnFKerry_1_264",2
"nomin_JohnFKerry_1_265",14
"nomin_JohnFKerry_1_266",2
"nomin_JohnFKerry_1_267",2
"nomin_JohnFKerry_1_268",2
"nomin_JohnFKerry_1_269",2
"nomin_JohnFKerry_1_270",2
"nomin_JohnFKerry_1_271",2
"nomin_JohnFKerry_1_272",3
"nomin_JohnFKerry_1_273",2
"nomin_JohnFKerry_1_274",2
"nomin_JohnFKerry_1_275",2
"nomin_JohnFKerry_1_276",2
"nomin_JohnFKerry_1_277",2
"nomin_JohnFKerry_1_278",2
"nomin_JohnFKerry_1_279",2
"nomin_JohnFKerry_1_280",2
"nomin_JohnFKerry_1_281",2
"nomin_JohnFKerry_1_282",2
"nomin_JohnFKerry_1_283",5
"nomin_JohnFKerry_1_284",4
"nomin_JohnFKerry_1_285",4
"nomin_JohnFKerry_1_286",4
"nomin_JohnFKerry_1_287",4
"nomin_JohnFKerry_1_288",3
"nomin_JohnFKerry_1_289",3
"nomin_JohnFKerry_1_290",3
"nomin_JohnFKerry_1_291",3
"nomin_JohnFKerry_1_292",11
"nomin_JohnFKerry_1_293",11
"nomin_JohnFKerry_1_294",11
"nomin_JohnFKerry_1_295",11
"nomin_JohnFKerry_1_296",3
"nomin_JohnFKerry_1_297",11
"nomin_JohnFKerry_1_298",4
"nomin_JohnFKerry_1_299",4
"nomin_JohnFKerry_1_300",4
"nomin_JohnFKerry_1_301",4
"nomin_JohnFKerry_1_302",13
"nomin_JohnFKerry_1_303",13
"nomin_JohnFKerry_1_304",11
"nomin_JohnFKerry_1_305",2
"nomin_JohnFKerry_1_306",2
"nomin_JohnFKerry_1_307",5
"nomin_JohnFKerry_1_308",3
"nomin_JohnFKerry_1_309",3
"nomin_JohnFKerry_1_310",3
"nomin_JohnFKerry_1_311",3
"nomin_JohnFKerry_1_312",3
"nomin_JohnFKerry_1_313",3
"nomin_JohnFKerry_1_314",6
"nomin_JohnFKerry_1_315",2
"nomin_JohnFKerry_1_316",6
"nomin_JohnFKerry_1_317",3
"nomin_JohnFKerry_1_318",6
"nomin_JohnFKerry_1_319",6
"nomin_JohnFKerry_1_320",6
"nomin_JohnFKerry_1_321",3
"nomin_JohnFKerry_1_322",3
"nomin_JohnFKerry_1_323",3
"nomin_JohnFKerry_1_324",2
"nomin_JohnFKerry_1_325",2
"nomin_JohnFKerry_1_326",2
"nomin_JohnFKerry_1_327",3
"nomin_JohnFKerry_1_328",3
"nomin_JohnFKerry_1_329",3
"nomin_JohnFKerry_1_330",13
"nomin_JohnFKerry_1_331",4
"nomin_JohnFKerry_1_332",3
"nomin_JohnFKerry_1_333",3
"nomin_JohnFKerry_1_334",3
"nomin_JohnFKerry_1_335",3
"nomin_JohnFKerry_1_336",3
"nomin_AlbertGore,Jr_1_2",4
"nomin_AlbertGore,Jr_1_3",4
"nomin_AlbertGore,Jr_1_4",4
"nomin_AlbertGore,Jr_1_5",4
"nomin_AlbertGore,Jr_1_6",4
"nomin_AlbertGore,Jr_1_7",4
"nomin_AlbertGore,Jr_1_8",4
"nomin_AlbertGore,Jr_1_9",4
"nomin_AlbertGore,Jr_1_10",13
"nomin_AlbertGore,Jr_1_12",5
"nomin_AlbertGore,Jr_1_14",4
"nomin_AlbertGore,Jr_1_15",4
"nomin_AlbertGore,Jr_1_16",5
"nomin_AlbertGore,Jr_1_17",4
"nomin_AlbertGore,Jr_1_18",4
"nomin_AlbertGore,Jr_1_19",4
"nomin_AlbertGore,Jr_1_20",2
"nomin_AlbertGore,Jr_1_21",4
"nomin_AlbertGore,Jr_1_22",4
"nomin_AlbertGore,Jr_1_23",4
"nomin_AlbertGore,Jr_1_24",4
"nomin_AlbertGore,Jr_1_25",4
"nomin_AlbertGore,Jr_1_26",4
"nomin_AlbertGore,Jr_1_27",4
"nomin_AlbertGore,Jr_1_28",4
"nomin_AlbertGore,Jr_1_29",14
"nomin_AlbertGore,Jr_1_30",3
"nomin_AlbertGore,Jr_1_31",2
"nomin_AlbertGore,Jr_1_32",2
"nomin_AlbertGore,Jr_1_33",2
"nomin_AlbertGore,Jr_1_34",5
"nomin_AlbertGore,Jr_1_35",2
"nomin_AlbertGore,Jr_1_36",2
"nomin_AlbertGore,Jr_1_37",6
"nomin_AlbertGore,Jr_1_38",6
"nomin_AlbertGore,Jr_1_39",14
"nomin_AlbertGore,Jr_1_40",3
"nomin_AlbertGore,Jr_1_41",3
"nomin_AlbertGore,Jr_1_42",3
"nomin_AlbertGore,Jr_1_43",2
"nomin_AlbertGore,Jr_1_44",2
"nomin_AlbertGore,Jr_1_45",2
"nomin_AlbertGore,Jr_1_46",2
"nomin_AlbertGore,Jr_1_47",2
"nomin_AlbertGore,Jr_1_48",2
"nomin_AlbertGore,Jr_1_49",2
"nomin_AlbertGore,Jr_1_50",3
"nomin_AlbertGore,Jr_1_51",2
"nomin_AlbertGore,Jr_1_52",2
"nomin_AlbertGore,Jr_1_53",2
"nomin_AlbertGore,Jr_1_54",2
"nomin_AlbertGore,Jr_1_55",2
"nomin_AlbertGore,Jr_1_56",2
"nomin_AlbertGore,Jr_1_57",3
"nomin_AlbertGore,Jr_1_58",3
"nomin_AlbertGore,Jr_1_59",3
"nomin_AlbertGore,Jr_1_60",3
"nomin_AlbertGore,Jr_1_61",4
"nomin_AlbertGore,Jr_1_62",4
"nomin_AlbertGore,Jr_1_63",3
"nomin_AlbertGore,Jr_1_64",5
"nomin_AlbertGore,Jr_1_65",4
"nomin_AlbertGore,Jr_1_66",10
"nomin_AlbertGore,Jr_1_67",2
"nomin_AlbertGore,Jr_1_68",2
"nomin_AlbertGore,Jr_1_69",14
"nomin_AlbertGore,Jr_1_70",13
"nomin_AlbertGore,Jr_1_71",5
"nomin_AlbertGore,Jr_1_72",8
"nomin_AlbertGore,Jr_1_73",2
"nomin_AlbertGore,Jr_1_74",2
"nomin_AlbertGore,Jr_1_76",13
"nomin_AlbertGore,Jr_1_77",4
"nomin_AlbertGore,Jr_1_78",4
"nomin_AlbertGore,Jr_1_79",4
"nomin_AlbertGore,Jr_1_80",5
"nomin_AlbertGore,Jr_1_81",5
"nomin_AlbertGore,Jr_1_82",4
"nomin_AlbertGore,Jr_1_83",4
"nomin_AlbertGore,Jr_1_84",5
"nomin_AlbertGore,Jr_1_85",2
"nomin_AlbertGore,Jr_1_86",2
"nomin_AlbertGore,Jr_1_87",2
"nomin_AlbertGore,Jr_1_88",4
"nomin_AlbertGore,Jr_1_89",5
"nomin_AlbertGore,Jr_1_90",5
"nomin_AlbertGore,Jr_1_91",5
"nomin_AlbertGore,Jr_1_92",2
"nomin_AlbertGore,Jr_1_93",2
"nomin_AlbertGore,Jr_1_94",14
"nomin_AlbertGore,Jr_1_95",6
"nomin_AlbertGore,Jr_1_96",5
"nomin_AlbertGore,Jr_1_97",5
"nomin_AlbertGore,Jr_1_98",4
"nomin_AlbertGore,Jr_1_99",4
"nomin_AlbertGore,Jr_1_100",4
"nomin_AlbertGore,Jr_1_101",2
"nomin_AlbertGore,Jr_1_102",2
"nomin_AlbertGore,Jr_1_103",2
"nomin_AlbertGore,Jr_1_104",2
"nomin_AlbertGore,Jr_1_105",2
"nomin_AlbertGore,Jr_1_106",2
"nomin_AlbertGore,Jr_1_107",2
"nomin_AlbertGore,Jr_1_108",3
"nomin_AlbertGore,Jr_1_109",5
"nomin_AlbertGore,Jr_1_110",5
"nomin_AlbertGore,Jr_1_111",5
"nomin_AlbertGore,Jr_1_112",5
"nomin_AlbertGore,Jr_1_113",5
"nomin_AlbertGore,Jr_1_114",5
"nomin_AlbertGore,Jr_1_115",2
"nomin_AlbertGore,Jr_1_116",2
"nomin_AlbertGore,Jr_1_117",2
"nomin_AlbertGore,Jr_1_118",2
"nomin_AlbertGore,Jr_1_119",2
"nomin_AlbertGore,Jr_1_120",4
"nomin_AlbertGore,Jr_1_121",2
"nomin_AlbertGore,Jr_1_122",2
"nomin_AlbertGore,Jr_1_123",2
"nomin_AlbertGore,Jr_1_124",6
"nomin_AlbertGore,Jr_1_125",4
"nomin_AlbertGore,Jr_1_126",4
"nomin_AlbertGore,Jr_1_127",4
"nomin_AlbertGore,Jr_1_128",2
"nomin_AlbertGore,Jr_1_129",2
"nomin_AlbertGore,Jr_1_130",2
"nomin_AlbertGore,Jr_1_131",2
"nomin_AlbertGore,Jr_1_132",2
"nomin_AlbertGore,Jr_1_133",2
"nomin_AlbertGore,Jr_1_134",2
"nomin_AlbertGore,Jr_1_135",2
"nomin_AlbertGore,Jr_1_136",2
"nomin_AlbertGore,Jr_1_137",2
"nomin_AlbertGore,Jr_1_138",2
"nomin_AlbertGore,Jr_1_139",2
"nomin_AlbertGore,Jr_1_140",2
"nomin_AlbertGore,Jr_1_141",2
"nomin_AlbertGore,Jr_1_142",2
"nomin_AlbertGore,Jr_1_143",2
"nomin_AlbertGore,Jr_1_144",4
"nomin_AlbertGore,Jr_1_145",4
"nomin_AlbertGore,Jr_1_149",4
"nomin_AlbertGore,Jr_1_150",4
"nomin_AlbertGore,Jr_1_151",4
"nomin_AlbertGore,Jr_1_152",4
"nomin_AlbertGore,Jr_1_153",4
"nomin_AlbertGore,Jr_1_155",4
"nomin_AlbertGore,Jr_1_156",4
"nomin_AlbertGore,Jr_1_157",5
"nomin_AlbertGore,Jr_1_158",2
"nomin_AlbertGore,Jr_1_159",2
"nomin_AlbertGore,Jr_1_160",2
"nomin_AlbertGore,Jr_1_161",2
"nomin_AlbertGore,Jr_1_162",5
"nomin_AlbertGore,Jr_1_163",2
"nomin_AlbertGore,Jr_1_164",2
"nomin_AlbertGore,Jr_1_165",2
"nomin_AlbertGore,Jr_1_166",2
"nomin_AlbertGore,Jr_1_167",2
"nomin_AlbertGore,Jr_1_168",2
"nomin_AlbertGore,Jr_1_169",2
"nomin_AlbertGore,Jr_1_170",2
"nomin_AlbertGore,Jr_1_171",2
"nomin_AlbertGore,Jr_1_172",3
"nomin_AlbertGore,Jr_1_173",3
"nomin_AlbertGore,Jr_1_174",4
"nomin_AlbertGore,Jr_1_175",4
"nomin_AlbertGore,Jr_1_176",4
"nomin_AlbertGore,Jr_1_177",3
"nomin_AlbertGore,Jr_1_178",5
"nomin_AlbertGore,Jr_1_179",5
"nomin_AlbertGore,Jr_1_180",15
"nomin_AlbertGore,Jr_1_181",15
"nomin_AlbertGore,Jr_1_182",2
"nomin_AlbertGore,Jr_1_183",3
"nomin_AlbertGore,Jr_1_184",3
"nomin_AlbertGore,Jr_1_185",3
"nomin_AlbertGore,Jr_1_186",2
"nomin_AlbertGore,Jr_1_187",2
"nomin_AlbertGore,Jr_1_188",2
"nomin_AlbertGore,Jr_1_189",2
"nomin_AlbertGore,Jr_1_190",5
"nomin_AlbertGore,Jr_1_192",5
"nomin_AlbertGore,Jr_1_193",15
"nomin_AlbertGore,Jr_1_194",15
"nomin_AlbertGore,Jr_1_195",2
"nomin_AlbertGore,Jr_1_196",6
"nomin_AlbertGore,Jr_1_197",6
"nomin_AlbertGore,Jr_1_198",6
"nomin_AlbertGore,Jr_1_199",15
"nomin_AlbertGore,Jr_1_200",14
"nomin_AlbertGore,Jr_1_201",2
"nomin_AlbertGore,Jr_1_202",2
"nomin_AlbertGore,Jr_1_203",2
"nomin_AlbertGore,Jr_1_204",2
"nomin_AlbertGore,Jr_1_205",2
"nomin_AlbertGore,Jr_1_206",2
"nomin_AlbertGore,Jr_1_207",2
"nomin_AlbertGore,Jr_1_208",2
"nomin_AlbertGore,Jr_1_209",2
"nomin_AlbertGore,Jr_1_210",2
"nomin_AlbertGore,Jr_1_211",2
"nomin_AlbertGore,Jr_1_212",2
"nomin_AlbertGore,Jr_1_213",2
"nomin_AlbertGore,Jr_1_214",3
"nomin_AlbertGore,Jr_1_215",4
"nomin_AlbertGore,Jr_1_216",4
"nomin_AlbertGore,Jr_1_220",4
"nomin_AlbertGore,Jr_1_221",4
"nomin_AlbertGore,Jr_1_222",4
"nomin_AlbertGore,Jr_1_223",2
"nomin_AlbertGore,Jr_1_224",2
"nomin_AlbertGore,Jr_1_225",2
"nomin_AlbertGore,Jr_1_227",2
"nomin_AlbertGore,Jr_1_228",2
"nomin_AlbertGore,Jr_1_229",2
"nomin_AlbertGore,Jr_1_230",2
"nomin_AlbertGore,Jr_1_231",5
"nomin_AlbertGore,Jr_1_232",2
"nomin_AlbertGore,Jr_1_233",2
"nomin_AlbertGore,Jr_1_234",2
"nomin_AlbertGore,Jr_1_235",2
"nomin_AlbertGore,Jr_1_236",8
"nomin_AlbertGore,Jr_1_237",8
"nomin_AlbertGore,Jr_1_238",8
"nomin_AlbertGore,Jr_1_239",2
"nomin_AlbertGore,Jr_1_240",2
"nomin_AlbertGore,Jr_1_241",14
"nomin_AlbertGore,Jr_1_242",5
"nomin_AlbertGore,Jr_1_243",5
"nomin_AlbertGore,Jr_1_244",5
"nomin_AlbertGore,Jr_1_245",2
"nomin_AlbertGore,Jr_1_246",2
"nomin_AlbertGore,Jr_1_247",2
"nomin_AlbertGore,Jr_1_248",2
"nomin_AlbertGore,Jr_1_249",2
"nomin_AlbertGore,Jr_1_250",2
"nomin_AlbertGore,Jr_1_251",2
"nomin_AlbertGore,Jr_1_252",2
"nomin_AlbertGore,Jr_1_253",2
"nomin_AlbertGore,Jr_1_254",2
"nomin_AlbertGore,Jr_1_255",2
"nomin_AlbertGore,Jr_1_256",2
"nomin_AlbertGore,Jr_1_257",11
"nomin_AlbertGore,Jr_1_258",5
"nomin_AlbertGore,Jr_1_259",3
"nomin_AlbertGore,Jr_1_260",3
"nomin_AlbertGore,Jr_1_261",5
"nomin_AlbertGore,Jr_1_262",5
"nomin_AlbertGore,Jr_1_263",5
"nomin_AlbertGore,Jr_1_264",4
"nomin_AlbertGore,Jr_1_265",15
"nomin_AlbertGore,Jr_1_266",4
"nomin_AlbertGore,Jr_1_267",4
"nomin_AlbertGore,Jr_1_268",4
"nomin_AlbertGore,Jr_1_272",4
"nomin_AlbertGore,Jr_1_273",4
"nomin_AlbertGore,Jr_1_274",4
"nomin_AlbertGore,Jr_1_275",2
"nomin_AlbertGore,Jr_1_276",2
"nomin_AlbertGore,Jr_1_277",2
"nomin_AlbertGore,Jr_1_278",2
"nomin_AlbertGore,Jr_1_279",15
"nomin_AlbertGore,Jr_1_280",8
"nomin_AlbertGore,Jr_1_281",8
"nomin_AlbertGore,Jr_1_282",3
"nomin_AlbertGore,Jr_1_283",6
"nomin_AlbertGore,Jr_1_284",6
"nomin_AlbertGore,Jr_1_285",6
"nomin_AlbertGore,Jr_1_286",6
"nomin_AlbertGore,Jr_1_287",10
"nomin_AlbertGore,Jr_1_288",10
"nomin_AlbertGore,Jr_1_289",5
"nomin_AlbertGore,Jr_1_290",4
"nomin_AlbertGore,Jr_1_291",6
"nomin_AlbertGore,Jr_1_292",2
"nomin_AlbertGore,Jr_1_293",2
"nomin_AlbertGore,Jr_1_294",2
"nomin_AlbertGore,Jr_1_295",2
"nomin_AlbertGore,Jr_1_296",14
"nomin_AlbertGore,Jr_1_297",14
"nomin_AlbertGore,Jr_1_298",14
"nomin_AlbertGore,Jr_1_299",14
"nomin_AlbertGore,Jr_1_300",14
"nomin_AlbertGore,Jr_1_301",10
"nomin_AlbertGore,Jr_1_302",8
"nomin_AlbertGore,Jr_1_303",8
"nomin_AlbertGore,Jr_1_304",14
"nomin_AlbertGore,Jr_1_305",14
"nomin_AlbertGore,Jr_1_306",8
"nomin_AlbertGore,Jr_1_307",2
"nomin_AlbertGore,Jr_1_308",8
"nomin_AlbertGore,Jr_1_309",8
"nomin_AlbertGore,Jr_1_310",2
"nomin_AlbertGore,Jr_1_311",13
"nomin_AlbertGore,Jr_1_312",13
"nomin_AlbertGore,Jr_1_313",6
"nomin_AlbertGore,Jr_1_314",6
"nomin_AlbertGore,Jr_1_315",6
"nomin_AlbertGore,Jr_1_316",3
"nomin_AlbertGore,Jr_1_317",3
"nomin_AlbertGore,Jr_1_318",14
"nomin_AlbertGore,Jr_1_319",14
"nomin_AlbertGore,Jr_1_320",14
"nomin_AlbertGore,Jr_1_321",5
"nomin_AlbertGore,Jr_1_322",12
"nomin_AlbertGore,Jr_1_323",12
"nomin_AlbertGore,Jr_1_324",12
"nomin_AlbertGore,Jr_1_325",12
"nomin_AlbertGore,Jr_1_326",15
"nomin_AlbertGore,Jr_1_327",15
"nomin_AlbertGore,Jr_1_328",12
"nomin_AlbertGore,Jr_1_329",12
"nomin_AlbertGore,Jr_1_330",12
"nomin_AlbertGore,Jr_1_331",12
"nomin_AlbertGore,Jr_1_332",12
"nomin_AlbertGore,Jr_1_333",6
"nomin_AlbertGore,Jr_1_334",6
"nomin_AlbertGore,Jr_1_335",6
"nomin_AlbertGore,Jr_1_336",6
"nomin_AlbertGore,Jr_1_337",4
"nomin_AlbertGore,Jr_1_338",5
"nomin_AlbertGore,Jr_1_339",4
"nomin_AlbertGore,Jr_1_340",5
"nomin_AlbertGore,Jr_1_341",2
"nomin_AlbertGore,Jr_1_342",2
"nomin_AlbertGore,Jr_1_343",2
"nomin_AlbertGore,Jr_1_344",2
"nomin_AlbertGore,Jr_1_345",2
"nomin_AlbertGore,Jr_1_346",2
"nomin_AlbertGore,Jr_1_347",2
"nomin_AlbertGore,Jr_1_348",2
"nomin_AlbertGore,Jr_1_349",5
"nomin_AlbertGore,Jr_1_350",5
"nomin_AlbertGore,Jr_1_351",14
"nomin_AlbertGore,Jr_1_352",2
"nomin_AlbertGore,Jr_1_353",4
"nomin_AlbertGore,Jr_1_354",2
"nomin_AlbertGore,Jr_1_355",2
"nomin_AlbertGore,Jr_1_356",5
"nomin_AlbertGore,Jr_1_357",2
"nomin_AlbertGore,Jr_1_358",2
"nomin_AlbertGore,Jr_1_359",3
"nomin_AlbertGore,Jr_1_360",3
"nomin_AlbertGore,Jr_1_361",3
"nomin_AlbertGore,Jr_1_362",3
"nomin_AlbertGore,Jr_1_363",3
"nomin_AlbertGore,Jr_1_364",15
"nomin_AlbertGore,Jr_1_365",3
"nomin_AlbertGore,Jr_1_366",3
"nomin_AlbertGore,Jr_1_367",3
"nomin_AlbertGore,Jr_1_368",3
"nomin_AlbertGore,Jr_1_369",3
"nomin_AlbertGore,Jr_1_370",5
"nomin_AlbertGore,Jr_1_371",5
"nomin_AlbertGore,Jr_1_372",4
"nomin_AlbertGore,Jr_1_373",4
"nomin_AlbertGore,Jr_1_374",4
"nomin_AlbertGore,Jr_1_375",4
"nomin_AlbertGore,Jr_1_376",4
"nomin_AlbertGore,Jr_1_377",11
"nomin_AlbertGore,Jr_1_378",5
"nomin_AlbertGore,Jr_1_379",5
"nomin_AlbertGore,Jr_1_380",5
"nomin_AlbertGore,Jr_1_381",15
"nomin_AlbertGore,Jr_1_382",15
"nomin_AlbertGore,Jr_1_383",15
"nomin_AlbertGore,Jr_1_384",15
"nomin_AlbertGore,Jr_1_385",3
"nomin_AlbertGore,Jr_1_386",12
"nomin_AlbertGore,Jr_1_387",13
"nomin_WilliamJClinton_2_2",4
"nomin_WilliamJClinton_2_3",4
"nomin_WilliamJClinton_2_4",4
"nomin_WilliamJClinton_2_5",4
"nomin_WilliamJClinton_2_6",4
"nomin_WilliamJClinton_2_7",4
"nomin_WilliamJClinton_2_8",4
"nomin_WilliamJClinton_2_9",4
"nomin_WilliamJClinton_2_10",4
"nomin_WilliamJClinton_2_11",3
"nomin_WilliamJClinton_2_12",3
"nomin_WilliamJClinton_2_13",3
"nomin_WilliamJClinton_2_14",3
"nomin_WilliamJClinton_2_15",3
"nomin_WilliamJClinton_2_16",5
"nomin_WilliamJClinton_2_17",4
"nomin_WilliamJClinton_2_18",4
"nomin_WilliamJClinton_2_19",4
"nomin_WilliamJClinton_2_20",14
"nomin_WilliamJClinton_2_21",14
"nomin_WilliamJClinton_2_22",4
"nomin_WilliamJClinton_2_23",4
"nomin_WilliamJClinton_2_24",5
"nomin_WilliamJClinton_2_25",3
"nomin_WilliamJClinton_2_26",4
"nomin_WilliamJClinton_2_27",3
"nomin_WilliamJClinton_2_28",3
"nomin_WilliamJClinton_2_29",14
